241828.24803149604 567558.104161375
567558.104161375 241828.3803234273
241828.3803234273 567557.9718694437
567557.9718694437 241824.41156548978
241824.41156548978 567568.5552239438
567568.5552239438 241834.59804419606
241834.59804419606 567573.5823173312
567573.5823173312 241822.427186521
241822.427186521 567588.3990136313
567588.3990136313 241778.50626534584
241778.50626534584 567575.9635720938
567575.9635720938 241782.87189907712
241782.87189907712 567567.1000127
567567.1000127 241785.2531538396
241785.2531538396 567565.2479256624
567565.2479256624 241796.2333841334
241796.2333841334 567544.4780924561
567544.4780924561 241804.17090000844
241804.17090000844 567541.0385022437
567541.0385022437 241825.07302514603
241825.07302514603 567552.2833163999
